n_items,n_nests,max_iter,best_fitness,avg_time,std_dev
1000,15,100,0,0.0303457,0.0008632
1000,15,500,0,0.148508,0.00178635
1000,15,700,0,0.206991,0.000291954
1000,15,1000,0,0.295273,0.000187061
1000,15,5000,0,1.475,0.00146333
1000,15,10000,0,2.9553,0.00746827
1000,15,20000,0,5.93422,0.0429067
1000,15,40000,0,11.8202,0.0416475
1000,15,60000,0,17.6957,0.0100902
1000,15,80000,0,23.5872,0.00753541
